deviceName,deviceType,ipAddress,productFamily,modelNr,serialNr,softwareVersion,systemTime,upTime
ORWFSMC-MOB1-001-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.241.255.55,Switches and Hubs,C9300-48P,FCW2145L0GD,16.6.2,2021-02-16T07:41:11.000Z,97861090
OR-POMC-1J-0001-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.150.16.146,Switches and Hubs,C9300-48P,FOC2301X0G1,16.6.2,2021-02-16T07:41:11.000Z,32022958969
CAPEDMCNT-0002W-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.14.90.24,Switches and Hubs,C9300-48P,FOC2237Q04M,16.9.4,2021-02-16T07:41:11.000Z,30272190556
AKAKAMCNT-F5116-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.19.36.27,Switches and Hubs,C9300-48P,FCW2150G0Q1,16.6.2,2021-02-16T07:35:35.000Z,62845203164
CASJFNBNT-03IDF-AS03.stjoe.org,Cisco Catalyst38xx stack-able ethernet switch,10.194.6.31,Switches and Hubs,WS-C3850-48U-S,FCW2111D0G2,03.06.05E,2021-02-16T07:46:16.000Z,56896101739
AKAKAMCNT-H5001-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.16.43.226,Switches and Hubs,C9300-48P,FOC2150Z0JF,16.6.2,2021-02-16T07:35:35.000Z,62844639559
CAHHFCH-00004MDF-WR02.stjoe.org,Cisco 4331 Integrated Services Router,10.150.75.225,Routers,ISR4331/K9,FLM2248W0F0,16.12.4,2021-02-16T07:46:16.000Z,311489113
CAHHFSS-00001MDF-WR01.stjoe.org,Cisco 4351 Integrated Services Router,10.150.72.192,Routers,ISR4351/K9,FLM2140W113,16.12.4,2021-02-16T07:46:16.000Z,6572015916
SJEHE-MAR-MDF-02.stjoe.org,Cisco 2921 Integrated Services Router G2,10.156.228.130,Routers,CISCO2921/K9,FTX1826AMRH,15.5(3)M5,2021-02-16T07:46:16.000Z,1652881678
AKAKAMCNT-B008A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.19.222.15,Switches and Hubs,C9300-48P,FCW2148G0MT,16.6.6,2021-02-16T07:35:35.000Z,31221187691
QVMMC-LAS-IDFC-01.stjoe.org,Cisco 3750 Stackable Switches,10.208.143.21,Switches and Hubs,WS-C3750X-48PF-L,FDO1551V0W3,12.2(55)SE4,2021-02-16T07:46:16.000Z,5475510471
OR-SVMC-MAIN-9W10-S01.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.242.255.7,Switches and Hubs,WS-C3850-48F-S,FCW2025C1NN,03.06.05E,2021-02-16T07:39:34.000Z,45328366762
CA-LCES-PJBD-002A-S02.network.providence.org,Cisco 3750 Stackable Switches,10.15.117.252,Switches and Hubs,WS-C3750V2-48PS-S,FDO1616X0N4,12.2(55)SE1,2021-02-16T07:41:11.000Z,36353804249
WCOT-4A-S001.network.providence.org,Cisco 3750 Stackable Switches,10.234.99.2,Switches and Hubs,WS-C3750X-48PF-L,FDO1442R1NM,12.2(53)SE2,2021-02-16T07:35:35.000Z,315578760259
SRMFN-LAS-STONY-01.stjoe.org,Cisco 3750 Stackable Switches,10.156.153.226,Switches and Hubs,WS-C3750X-48PF-L,FDO1601P0HZ,12.2(55)SE4,2021-02-16T07:46:16.000Z,25577553226
ISEAPPPP-015,Unsupported Cisco Device,170.173.40.23,Unsupported Cisco Device,,,,2021-02-16T07:41:11.000Z,4252088439
AAMC-FNX1-S005,Cisco 3750 Stackable Switches,10.16.43.32,Switches and Hubs,WS-C3750V2-48PS-S,FDO1612X06N,12.2(55)SE5,2021-02-16T07:35:35.000Z,46390475380
QVMMC-LAS-3NORTH-01.stjoe.org,Cisco 3750 Stackable Switches,10.208.143.11,Switches and Hubs,WS-C3750X-48PF-L,FDO1648R107,12.2(55)SE4,2021-02-16T07:46:16.000Z,35283487327
CA-SJMC-FAMG-001A-S01.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.110.2,Switches and Hubs,WS-C2960S-48FPS-L,FOC1721Y0LL,12.2(55)SE7,2021-02-16T07:38:05.000Z,56212586529
CA-PRMP-FAMG-002N-S04.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.120.21,Switches and Hubs,WS-C2960X-48FPS-L,FCW1903B05V,15.2(2)E4,2021-02-16T07:38:05.000Z,113844196593
WAARNMPNT-4AIDF-AS01.network.providence.org,Cisco 3750 Stackable Switches,10.211.255.67,Switches and Hubs,WS-C3750V2-48PS-E,FDO1633X2P9,12.2(58)SE2,2021-02-16T07:39:34.000Z,91154446673
HFSO-0C-3750-1.Swedish.org,Cisco 3750 Stackable Switches,10.211.255.118,Switches and Hubs,WS-C3750V2-48PS-E,FDO1737Y12N,12.2(58)SE2,2021-02-16T07:39:34.000Z,5150667313
HFCS-02-3850.Swedish.org,Cisco Catalyst38xx stack-able ethernet switch,10.211.255.18,Switches and Hubs,WS-C3850-48P,FCW2003C0LD,03.06.04.E,2021-02-16T07:39:34.000Z,3021328408
OR-POPK-BDG2-002W-S01.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.23,Switches and Hubs,WS-C3750V2-48PS-S,FDO1433Y2JH,12.2(55)SE1,2021-02-16T07:39:34.000Z,37080238
OR-POPK-BDG2-003W-S01.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.25,Switches and Hubs,WS-C3750V2-48PS-S,FDO1350Z0BF,12.2(55)SE1,2021-02-16T07:39:34.000Z,27465149213
AAMC-M1153-S001.network.providence.org,Cisco 3750 Stackable Switches,10.21.138.5,Switches and Hubs,WS-C3750X-48P-L,FDO1635P0MM,15.0(2)SE8,2021-02-16T07:35:35.000Z,168562747310
AAMC-M2102-S001.network.providence.org,Cisco 3750 Stackable Switches,10.21.138.7,Switches and Hubs,WS-C3750X-48P-L,FDO1632P0MK,15.0(2)SE8,2021-02-16T07:35:35.000Z,172286146510
ORNEWMCNT-MOB2-1-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.245.255.18,Switches and Hubs,C9300-48U,FJC2333S0MH,16.6.6,2021-02-16T07:41:11.000Z,30964113733
AAMC-F4122-S001.network.providence.org,Cisco 3750 Stackable Switches,10.19.36.2,Switches and Hubs,WS-C3750-48PS-S,CAT1011N1RN,12.2(55)SE5,2021-02-16T07:35:35.000Z,181192639661
AAMC-FNT5-S001.network.providence.org,Cisco 3750 Stackable Switches,10.19.36.10,Switches and Hubs,WS-C3750-48PS-S,FDO1332Z01L,12.2(55)SE5,2021-02-16T07:35:35.000Z,195894191087
OPMCNPV-7AS001.network.providence.org,Cisco 3750 Stackable Switches,10.244.162.15,Switches and Hubs,WS-C3750-24PS-S,FDO1134Z4Y2,12.2(55)SE1,2021-02-16T07:38:05.000Z,313784830005
WCOL2A2-S001.network.providence.org,Cisco 3750 Stackable Switches,10.232.99.190,Switches and Hubs,WS-C3750-48PS-S,FDO1229X568,12.2(55)SE1,2021-02-16T07:35:35.000Z,97865300331
AKCARESNT-1122-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.20.59.130,Switches and Hubs,C9300-48P,FOC2244Z0QL,16.6.6,2021-02-16T07:35:35.000Z,41571844604
OPMCBLDBS001.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.88,Switches and Hubs,WS-C3750-48TS-S,FDO1226X424,12.2(55)SE1,2021-02-16T07:39:34.000Z,50773079280
OR-POPK-BDG2-002E-S01.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.24,Switches and Hubs,WS-C3750V2-48PS-S,FDO1350Z0BK,12.2(55)SE1,2021-02-16T07:39:34.000Z,73416123530
WRCP-03A-S001.network.providence.org,Cisco 3750 Stackable Switches,10.232.255.63,Switches and Hubs,WS-C3750-48PS-S,CAT1104ZHA0,12.2(55)SE1,2021-02-16T07:35:35.000Z,168549162016
CA-HCMC-STWR-004A-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.4.159.90,Switches and Hubs,C9300-48P,FCW2132L116,16.6.1,2021-02-16T07:38:05.000Z,104569995419
AAMC-CETB-S002.network.providence.org,Cisco 3750 Stackable Switches,10.16.144.5,Switches and Hubs,WS-C3750G-12S-S,FDO1331Y33W,12.2(55)SE5,2021-02-16T07:35:35.000Z,46390957803
OPMC-4J-S001.network.providence.org,Cisco 3750 Stackable Switches,10.244.2.117,Switches and Hubs,WS-C3750-48TS-S,FDO1225X02X,12.2(55)SE1,2021-02-16T07:38:05.000Z,283415267330
WASTPMCNT-0002G-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.53,Switches and Hubs,C9300-48P,FCW2243EH9L,16.6.5,2021-02-16T07:35:35.000Z,54359685388
AACC-UUT1-S001.network.providence.org,Cisco 3750 Stackable Switches,10.21.1.151,Switches and Hubs,WS-C3750-48PS-S,CAT1109ZGRP,12.2(55)SE5,2021-02-16T07:35:35.000Z,44727759571
WPAV-4S-S001.network.providence.org,Cisco 3750 Stackable Switches,10.233.99.52,Switches and Hubs,WS-C3750-48PS-S,CAT1042RLRG,12.2(55)SE1,2021-02-16T07:35:35.000Z,211966732923
WPAV-4N-S001.network.providence.org,Cisco 3750 Stackable Switches,10.233.99.48,Switches and Hubs,WS-C3750X-48P-S,FDO1615R0WV,12.2(55)SE1,2021-02-16T07:35:35.000Z,24169937256
WSMC-HIDC-WC03,Cisco 5508 Wireless LAN Controller,10.108.192.150,Wireless Controller,AIR-CT5508-K9,FCW1624L03X,8.5.140.0,2021-02-16T07:37:39.000Z,12997108447
AKAKARBNT-DC101-WC01.network.providence.org,Cisco Catalyst 9800-80 Wireless Controller,10.21.15.125,Wireless Controller,C9800-80-K9,FXS2248Q1UV,16.12.4a,2021-02-16T07:37:39.000Z,8318848718
CATARMCNT-MDF01-WC03,Cisco 5520 Series Wireless Controllers,10.5.92.9,Wireless Controller,AIR-CT5520-K9,FCH2226VBVZ,8.5.140.0,2021-02-16T07:37:07.000Z,41591917305
CA-HCMC-STWR-001A-S01.network.providence.org,Cisco 3750 Stackable Switches,10.4.159.30,Switches and Hubs,WS-C3750-48TS-S,FDO1405X08E,12.2(55)SE1,2021-02-16T07:38:05.000Z,311495737465
CA-FPJW-SMFP-S300-S01.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.7.15.254,Switches and Hubs,WS-C3850-48P-S,FOC2052X0JP,03.06.05E,2021-02-16T07:39:34.000Z,64338875601
OR-MDFD-BOWR-001A-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.253.152.6,Switches and Hubs,C9300-48P,FOC2132Z0EY,16.6.2,2021-02-16T07:38:05.000Z,4261848945
CA-FAMG-SPDC-R304-S01.network.providence.org,Cisco 3750 Stackable Switches,10.8.0.30,Switches and Hubs,WS-C3750G-24TS-S1U,FOC1028Z13F,12.2(55)SE1,2021-02-16T07:38:05.000Z,46638767892
WASTPMCNT-00BSA-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.161,Switches and Hubs,C9300-48P,FCW2234E092,16.6.2,2021-02-16T07:41:11.000Z,53871813670
CA-AHMP-MIAH-S300-S01.network.providence.org,Cisco 3750 Stackable Switches,10.157.1.226,Switches and Hubs,WS-C3750V2-48PS-S,FDO1421K10E,12.2(50)SE1,2021-02-16T07:39:34.000Z,2241565918
ORSEAMCNT-001B-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.243.2.24,Switches and Hubs,C9300-48P,FOC2234Z01H,16.6.5,2021-02-16T07:41:11.000Z,37523018914
WA-RENT-VOPP-001A-S03.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.230.37.15,Switches and Hubs,WS-C2960X-48FPD-L,FCW1821A5V4,15.0(2)EX5,2021-02-16T07:35:35.000Z,1057248487
OR-POMC-4E-4MM1-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.150.16.143,Switches and Hubs,C9300-48U,FJC2337E0AP,16.6.2,2021-02-16T07:41:11.000Z,81963295
WSBY6B10S001.network.providence.org,Cisco Catalyst 2960-24-S Switch,10.227.114.54,Switches and Hubs,WS-C2960-24-S,FOC1414W3ZM,15.0(2)SE11,2021-02-16T07:35:35.000Z,33722166349
WA-TKDC-RW01-RB10-S01.network.providence.org,Cisco Catalyst 2960-24TC Switch,10.227.112.45,Switches and Hubs,WS-C2960-24TC-L,FCQ1545Y2QD,12.2(50)SE5,2021-02-16T07:35:35.000Z,3566326146
APRB-DC01-S110.network.providence.org,Cisco 3750 Stackable Switches,10.21.15.110,Switches and Hubs,WS-C3750G-48TS-S,FOC1038Z78H,12.2(55)SE5,2021-02-16T07:35:35.000Z,64217272486
OPMC-2R-S001.network.providence.org,Cisco 3750 Stackable Switches,10.244.2.81,Switches and Hubs,WS-C3750-48PS-S,CAT1115RGU4,12.2(55)SE1,2021-02-16T07:38:05.000Z,279442847644
APRB-DC01-RACK03.network.providence.org,Cisco Catalyst 2950G 24 EI Switch,10.21.15.8,Switches and Hubs,WS-C2950G-24-EI,FHK0635Z1EW,12.1(22)EA9,2021-02-16T07:35:35.000Z,31330824034
OSTVMO24S001.network.providence.org,Cisco 3750 Stackable Switches,10.242.242.246,Switches and Hubs,,,12.2(55)SE1,2021-02-16T07:41:11.000Z,1195268160
OR-POMC-1J-0001-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.150.16.146,Switches and Hubs,C9300-48P,FOC2247X149,16.6.2,2021-02-16T07:41:11.000Z,32022958969
MTSJPMCNT-ALB1A-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.193.5.96,Switches and Hubs,C9300-48P,FCW2234L0GX,16.9.4,2021-02-16T07:41:11.000Z,11272213405
AKAKAMCNT-F5116-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.19.36.27,Switches and Hubs,C9300-48P,FCW2148L0NR,16.6.2,2021-02-16T07:35:35.000Z,62845203164
CASJFNBNT-03IDF-AS03.stjoe.org,Cisco Catalyst38xx stack-able ethernet switch,10.194.6.31,Switches and Hubs,WS-C3850-48U-S,FOC2111U0BQ,03.06.05E,2021-02-16T07:46:16.000Z,56896101739
AKAKAMCNT-H5001-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.16.43.226,Switches and Hubs,C9300-48P,FOC2150Q0GG,16.6.2,2021-02-16T07:35:35.000Z,62844639559
CAMLBMC-000BMMDF-WR01.network.providence.org,Cisco 4431 Integrated Services Router,10.150.73.64,Routers,ISR4431/K9,FJC2150D015,16.12.4,2021-02-16T07:46:16.000Z,11673396120
CAHHFSSNT-01MDF-WR02.stjoe.org,Cisco 4351 Integrated Services Router,10.150.72.193,Routers,ISR4351/K9,FLM2140W111,16.9.3,2021-02-16T07:46:16.000Z,31809164262
WAHFAMC-000BM234-WR01.network.providence.org,Cisco 4451 Series Integrated Services Router,10.103.255.68,Routers,ISR4451-X/K9,FJC2136D0DC,16.12.4,2021-02-16T07:35:35.000Z,14424751366
AK-AKMC-BLDC-5024-S03.ak.providence.org,Cisco Catalyst 3560-48PS Switch,10.21.138.49,Switches and Hubs,WS-C3560-48PS-S,CAT1043NJDB,12.2(55)SE11,2021-02-16T07:35:35.000Z,5030526056
QVMMC-LAS-IDFC-01.stjoe.org,Cisco 3750 Stackable Switches,10.208.143.21,Switches and Hubs,WS-C3750X-48PF-L,FDO1551P125,12.2(55)SE4,2021-02-16T07:46:16.000Z,5475510471
OR-SVMC-MAIN-9W10-S01.network.providence.org,Cisco Catalyst38xx stack-able ethernet switch,10.242.255.7,Switches and Hubs,WS-C3850-48F-S,FCW2025C1PG,03.06.05E,2021-02-16T07:39:34.000Z,45328366762
CA-LCES-PJBD-002A-S81.network.providence.org,Cisco Catalyst 9300 Switch,10.15.255.115,Switches and Hubs,C9300-48P,FOC2132Z0A9,16.9.4,2021-02-16T07:41:11.000Z,23966095009
WCOT-4A-S001.network.providence.org,Cisco 3750 Stackable Switches,10.234.99.2,Switches and Hubs,WS-C3750X-48PF-L,FDO1440P0X1,12.2(53)SE2,2021-02-16T07:35:35.000Z,315578760259
SRMFN-LAS-STONY-01.stjoe.org,Cisco 3750 Stackable Switches,10.156.153.226,Switches and Hubs,WS-C3750X-48PF-L,FDO1551R17E,12.2(55)SE4,2021-02-16T07:46:16.000Z,25577553226
ISEAPPPP-016,Unsupported Cisco Device,170.173.40.36,Unsupported Cisco Device,,,,2021-02-16T07:41:11.000Z,4250946934
AAMC-FNX1-S005,Cisco 3750 Stackable Switches,10.16.43.32,Switches and Hubs,WS-C3750V2-48PS-S,FDO1612X05U,12.2(55)SE5,2021-02-16T07:35:35.000Z,46390475380
QVMMC-LAS-3NORTH-01.stjoe.org,Cisco 3750 Stackable Switches,10.208.143.11,Switches and Hubs,WS-C3750X-48PF-L,FDO1737R00Q,12.2(55)SE4,2021-02-16T07:46:16.000Z,35283487327
CA-SJMC-FAMG-001A-S81.network.providence.org,Cisco 3750 Stackable Switches,10.8.255.61,Switches and Hubs,WS-C3750X-24T-E,FDO1717Z24A,12.2(55)SE1,2021-02-16T07:38:05.000Z,56215659251
CA-PRMP-FAMG-002N-S04.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.120.21,Switches and Hubs,WS-C2960X-48FPS-L,FCW1903B077,15.2(2)E4,2021-02-16T07:38:05.000Z,113844196593
WAARNMPNT-4AIDF-AS01.network.providence.org,Cisco 3750 Stackable Switches,10.211.255.67,Switches and Hubs,WS-C3750V2-48PS-S,FDO1633X2TZ,12.2(58)SE2,2021-02-16T07:39:34.000Z,91154446673
HFSW-1-3750.swedish.org,Cisco 3750 Stackable Switches,10.211.255.50,Switches and Hubs,WS-C3750V2-48PS-S,FDO1633X2T1,12.2(58)SE2,2021-02-16T07:39:34.000Z,39047201585
HFCS-02-3850.Swedish.org,Cisco Catalyst38xx stack-able ethernet switch,10.211.255.18,Switches and Hubs,WS-C3850-48P,FCW2009D0SS,03.06.04.E,2021-02-16T07:39:34.000Z,3021328408
OR-POPK-BDG2-002W-S01.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.23,Switches and Hubs,WS-C3750V2-48PS-S,FDO1419Z3ZG,12.2(55)SE1,2021-02-16T07:39:34.000Z,37080238
OR-POPK-BDG2-003W-S01.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.25,Switches and Hubs,WS-C3750V2-48PS-S,FDO1451X08Y,12.2(55)SE1,2021-02-16T07:39:34.000Z,27465149213
AAMC-M1153-S001.network.providence.org,Cisco 3750 Stackable Switches,10.21.138.5,Switches and Hubs,WS-C3750X-48P-L,FDO1635P0QB,15.0(2)SE8,2021-02-16T07:35:35.000Z,168562747310
AAMC-M1018-S001.network.providence.org,Cisco 3750 Stackable Switches,10.21.138.21,Switches and Hubs,WS-C3750X-48P-L,FDO1722W0PD,15.0(2)SE8,2021-02-16T07:35:35.000Z,173495452251
ORNEWMCNT-MOB2-1-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.245.255.18,Switches and Hubs,C9300-48U,FJC2333T0HL,16.6.6,2021-02-16T07:41:11.000Z,30964113733
AAMC-F4122-S001.network.providence.org,Cisco 3750 Stackable Switches,10.19.36.2,Switches and Hubs,WS-C3750-48PS-S,FDO1332Z01N,12.2(55)SE5,2021-02-16T07:35:35.000Z,181192639661
AAMC-HNX2-S004.network.providence.org,Cisco 3750 Stackable Switches,10.19.36.26,Switches and Hubs,WS-C3750V2-48PS-S,FDO1612X07E,12.2(55)SE1,2021-02-16T07:35:35.000Z,317204603610
OPMCNPV-8AS001.network.providence.org,Cisco 3750 Stackable Switches,10.244.162.16,Switches and Hubs,WS-C3750-48TS-S,FDO1135Y2QH,12.2(55)SE1,2021-02-16T07:38:05.000Z,313784750527
WCOL-2B-S001.network.providence.org,Cisco 3750 Stackable Switches,10.232.99.195,Switches and Hubs,WS-C3750X-48P-S,FDO1615P0FT,12.2(55)SE1,2021-02-16T07:35:35.000Z,263331015464
AKCARESNT-1122-AS02.network.providence.org,Cisco Catalyst 9300 Switch,10.20.59.132,Switches and Hubs,C9300-48P,FCW2244E0RH,16.6.6,2021-02-16T07:35:35.000Z,17766319240
OPMCBLDBS001.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.88,Switches and Hubs,WS-C3750-24PS-S,CAT1017R2FZ,12.2(55)SE1,2021-02-16T07:39:34.000Z,50773079280
OR-POPK-BDG2-002E-S01.network.providence.org,Cisco 3750 Stackable Switches,10.150.16.24,Switches and Hubs,WS-C3750V2-48PS-S,FDO1632X0XA,12.2(55)SE1,2021-02-16T07:39:34.000Z,73416123530
WRCP-03A-S001.network.providence.org,Cisco 3750 Stackable Switches,10.232.255.63,Switches and Hubs,WS-C3750-48PS-S,CAT1104ZH9W,12.2(55)SE1,2021-02-16T07:35:35.000Z,168549162016
CA-HCMC-STWR-004A-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.4.159.90,Switches and Hubs,C9300-48P,FOC2132Z0J8,16.6.1,2021-02-16T07:38:05.000Z,104569995419
AAMC-CETB-S002.network.providence.org,Cisco 3750 Stackable Switches,10.16.144.5,Switches and Hubs,WS-C3750G-12S-S,FDO1331Y31D,12.2(55)SE5,2021-02-16T07:35:35.000Z,46390957803
OPMC-4J-S001.network.providence.org,Cisco 3750 Stackable Switches,10.244.2.117,Switches and Hubs,WS-C3750-48TS-S,FDO1225X064,12.2(55)SE1,2021-02-16T07:38:05.000Z,283415267330
WASTPMCNT-0002G-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.236.99.53,Switches and Hubs,C9300-48P,FOC2252X0BS,16.6.5,2021-02-16T07:35:35.000Z,54359685388
AACC-UUT1-S001.network.providence.org,Cisco 3750 Stackable Switches,10.21.1.151,Switches and Hubs,WS-C3750-48PS-S,CAT1109ZGTS,12.2(55)SE5,2021-02-16T07:35:35.000Z,44727759571
WPAV-5N-S001.network.providence.org,Cisco 3750 Stackable Switches,10.233.99.54,Switches and Hubs,WS-C3750-48PS-S,CAT1039RLFE,12.2(55)SE1,2021-02-16T07:35:35.000Z,65721230079
WABALMCNT-02MDF-WC01,Cisco 5520 Series Wireless Controllers,10.221.154.12,Wireless Controller,AIR-CT5520-K9,FCH2246V06Q,8.10.130.0,2021-02-16T07:37:07.000Z,11249257991
AAMC-DMZ-WLC01,Cisco 5508 Wireless LAN Controller,10.17.111.5,Wireless Controller,AIR-CT5508-K9,FCW1744L04K,8.5.164.0,2021-02-16T07:37:39.000Z,18781804207
WASHRMCNT-HIDC-WC01.network.providence.org,Cisco Catalyst 9800-80 Wireless Controller,10.108.192.144,Wireless Controller,C9800-80-K9,FXS2302Q433,16.12.4a,2021-02-16T07:37:39.000Z,13338260288
CASJMCBNT-DC01-WC03,Cisco 5520 Series Wireless Controllers,10.1.92.9,Wireless Controller,AIR-CT5520-K9,FCH2226VBYH,8.10.130.0,2021-02-16T07:37:07.000Z,46918544
CA-HCMC-STWR-003A-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.4.159.70,Switches and Hubs,C9300-48P,FCW2133G03G,16.6.1,2021-02-16T07:38:05.000Z,106387420069
WPAV-4N-S001.network.providence.org,Cisco 3750 Stackable Switches,10.233.99.48,Switches and Hubs,WS-C3750-48PS-S,CAT1042RKYB,12.2(55)SE1,2021-02-16T07:35:35.000Z,24169937256
OR-MDFD-BOWR-001A-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.253.152.6,Switches and Hubs,C9300-48P,FCW2124G06E,16.6.2,2021-02-16T07:38:05.000Z,4261848945
CA-FAMG-SPDC-R302-S91.network.providence.org,Cisco Catalyst 4948 Switch,10.8.90.240,Switches and Hubs,WS-C4948,FOX1534GUXZ,12.2(54)SG1,2021-02-16T07:38:05.000Z,46639830147
MT-STPH-BWBG-004A-S01.network.providence.org,Cisco Catalyst 3850 48P 10/100/1000 PoE+ Ports Layer 2/Layer 3 Ethernet Stackable Switch,10.192.7.170,Switches and Hubs,WS-C3850-48P,FCW1937C20P,03.03.03SE,2021-02-16T07:39:34.000Z,60235564172
CA-FAMG-SFMJ-002B-S01.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.140.15,Switches and Hubs,WS-C2960X-48FPS-L,FCW1852B22K,15.2(2)E4,2021-02-16T07:38:05.000Z,51107909805
CA-FAMG-SFMJ-004A-S01.network.providence.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.8.140.60,Switches and Hubs,WS-C2960XR-48FPD-I,FDO2050B06K,15.2(2)E5,2021-02-16T07:38:05.000Z,29302250775
CASJOMCNT-MDF01-WC01,Cisco 5520 Series Wireless Controllers,10.190.5.5,Wireless Controller,AIR-CT5520-K9,FCH2133V1L6,8.5.140.0,2021-02-16T07:46:16.000Z,8585634392
OSMP2ND-S001.network.providence.org,Cisco 3750 Stackable Switches,10.254.8.9,Switches and Hubs,WS-C3750-48TS-S,CAT0946Z0DK,12.2(55)SE1,2021-02-16T07:38:05.000Z,13033906408
WSBY4B10S001.network.providence.org,Cisco Catalyst 2960-24-S Switch,10.227.112.36,Switches and Hubs,WS-C2960-24-S,FOC1248X0PE,15.0(2)SE11,2021-02-16T07:35:35.000Z,30029825732
WSBY3A7-R911.network.providence.org,Cisco ASR 1002-X Router,10.227.127.229,Routers,ASR1002-X,FOX1725G3VH,16.3.4,2021-02-16T07:35:35.000Z,80187437574
CA-TZMC-STWR-006A-S01.network.providence.org,Cisco 3750 Stackable Switches,10.5.90.35,Switches and Hubs,WS-C3750X-48P-S,FDO1629V0KK,12.2(55)SE3,2021-02-16T07:38:05.000Z,71934499503
APRB-DC01-ILO42.network.providence.org,Cisco Catalyst 2950G 24 EI Switch,10.21.15.42,Switches and Hubs,WS-C2950G-24-EI,FHK0635Z04Q,12.1(22)EA9,2021-02-16T07:35:35.000Z,102215977984
CA-TZMC-EBDG-001B-S01.network.providence.org,Cisco Catalyst 9300 Switch,10.5.90.6,Switches and Hubs,C9300-48P,FCW2133G04C,16.6.1,2021-02-16T07:38:05.000Z,38747459555
CA-TZMC-STWR-003A-S02.network.providence.org,Cisco Catalyst 9300 Switch,10.5.90.42,Switches and Hubs,C9300-48P-E,FCW2132G13M,16.5.1a,2021-02-16T07:38:05.000Z,25343059075
CA-TZMC-STWR-PLTA-E01.network.providence.org,Cisco Catalyst 2960CX-8TC-L Switch,10.5.90.21,Switches and Hubs,WS-C2960CX-8TC-L,FOC1947Z110,15.2(3)E2,2021-02-16T07:38:05.000Z,4707282030
1100GOETH-2960-1B.kmc.kadlec.org,Cisco Catalyst 29xx Stack-able Ethernet Switch,10.110.148.3,Switches and Hubs,WS-C2960S-48FPS-L,FOC1719X49E,15.2(1)E1,2021-02-16T07:35:35.000Z,67907718758
CA-JHMC-KECK-001D-S02.network.providence.org,Cisco Catalyst 4507R plus E Switch,10.7.255.43,Switches and Hubs,WS-C4507R+E,FXS1733Q3HV,03.08.07.E,2021-02-16T07:38:05.000Z,29193971603
CASJFMCNT-03ID1-AS03.stjoe.org,Cisco Catalyst38xx stack-able ethernet switch,10.194.6.33,Switches and Hubs,WS-C3850-48U-S,FOC2111X09H,03.06.05E,2021-02-16T07:46:16.000Z,54288195991
AKVALMCNT-02MDF-AS01.network.providence.org,Cisco Catalyst 9300 Switch,10.20.141.10,Switches and Hubs,C9300-48P,FCW2234C0P9,16.8.1a,2021-02-16T07:36:43.000Z,39155480004
WCOT-2F-S001.network.providence.org,Cisco 3750 Stackable Switches,10.234.99.34,Switches and Hubs,WS-C3750X-48PF-L,FDO1442R1NY,12.2(53)SE2,2021-02-16T07:35:35.000Z,34325396319
WCOT-3C-S001.network.providence.org,Cisco 3750 Stackable Switches,10.234.99.38,Switches and Hubs,WS-C3750X-48PF-L,FDO1503P0UW,12.2(53)SE2,2021-02-16T07:35:35.000Z,22408747622
